country_iso3	country_name	n_country_years	n_with_known_prn	first_year	last_year	dominant_primary_series_formulation	dominant_booster_formulation	dominant_prn_in_vaccine_curated	dominant_formulation_confidence	known_prn_fraction	n_years_with_primary_product_metadata	n_years_with_booster_product_metadata	n_years_with_maternal_product_metadata	primary_product_metadata_fraction	booster_product_metadata_fraction	maternal_product_metadata_fraction	role_product_metadata_fraction	mean_primary_prn_positive_share	mean_primary_prn_negative_share	mean_primary_ap_share	mean_booster_prn_positive_share	mean_maternal_prn_positive_share	dominant_primary_products	dominant_primary_share_basis	product_coverage_note	source_file
NER	Niger	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NGA	Nigeria	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NIC	Nicaragua	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NIU	Niue	25	1	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.04	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.9583333333333334	0.46				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NLD	Netherlands	28	24	1997	2024	ap_prn_positive	ap_prn_positive	yes	medium	0.8571428571428571	6	6	6	0.214286	0.214286	0.214286	0.214286	0.8333333333333334	0.0	0.8333333333333334	0.7142857142857143	1.0			Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NOR	Norway	26	5	1998	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.19230769230769232	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.7916666666666666	0.36538461538461536				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NPL	Nepal	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NRU	Nauru	25	15	2000	2024	wp_only	wp_or_unknown	no	medium	0.6	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.375	0.18				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
NZL	New Zealand	25	25	2000	2024	ap_prn_positive	ap_prn_positive	yes	high	1.0	17	25	10	0.680000	1.000000	0.400000	1.000000	1.0	0.0	1.0	1.0	1.0	INFANRIX HEXA	national_single_product	Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
OMN	Oman	25	13	2000	2024	wp_only	wp_or_unknown	no	medium	0.52	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.4583333333333333	0.22				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PAK	Pakistan	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PAN	Panama	25	13	2000	2024	wp_only	wp_or_unknown	no	medium	0.52	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.4583333333333333	0.22				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PER	Peru	25	17	2000	2024	wp_only	wp_or_unknown	no	medium	0.68	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.2916666666666667	0.14				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PHL	Philippines	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PLW	Palau	25	1	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.04	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.9583333333333334	0.46				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PNG	Papua New Guinea	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
POL	Poland	27	16	1998	2024	wp_only	wp_or_unknown	no	medium	0.5925925925925926	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.3333333333333333	0.14814814814814814				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PRK	North Korea	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PRT	Portugal	28	2	1997	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.07142857142857142	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.9166666666666666	0.39285714285714285				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PRY	Paraguay	25	12	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.48	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.5	0.24				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PSE	occupied Palestinian territory, including east Jerusalem	2	0	2021	2022	unknown	none_recorded	unknown	unknown	0.0	0	0	0	0.000000	0.000000	0.000000	0.000000				0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
PYF	French Polynesia	21	0	2000	2024	unknown	none_recorded	unknown	unknown	0.0	0	0	0	0.000000	0.000000	0.000000	0.000000				0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
QAT	Qatar	25	8	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.32	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.6666666666666666	0.32				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
ROU	Romania	25	7	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.28	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.7083333333333334	0.34				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
RUS	Russian Federation	25	14	2000	2024	wp_only	wp_or_unknown	no	medium	0.56	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.4166666666666667	0.2				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
RWA	Rwanda	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SAU	Saudi Arabia	25	12	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.48	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.5	0.24				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SDN	Sudan	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SEN	Senegal	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SGP	Singapore	25	5	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.2	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.7916666666666666	0.38				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SLB	Solomon Islands	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SLE	Sierra Leone	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SLV	El Salvador	25	14	2000	2024	wp_only	wp_or_unknown	no	medium	0.56	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.4166666666666667	0.2				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SMR	San Marino	25	3	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.12	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.875	0.42				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SOM	Somalia	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SRB	Serbia	25	15	2000	2024	wp_only	wp_or_unknown	no	medium	0.6	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.375	0.18				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SSD	South Sudan	18	14	2007	2024	wp_only	wp_or_unknown	no	medium	0.7777777777777778	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
STP	Sao Tome and Principe	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SUR	Suriname	25	13	2000	2024	wp_only	wp_or_unknown	no	medium	0.52	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.4583333333333333	0.22				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SVK	Slovakia	26	5	1999	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.19230769230769232	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.7916666666666666	0.36538461538461536				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SVN	Slovenia	28	5	1997	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.17857142857142858	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.7916666666666666	0.3392857142857143				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SWE	Sweden	28	1	1997	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.03571428571428571	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.9583333333333334	0.4107142857142857				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SWZ	Eswatini	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SXM	Sint Maarten (Dutch part)	2	0	2017	2018	unknown	none_recorded	unknown	unknown	0.0	0	0	0	0.000000	0.000000	0.000000	0.000000				0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SYC	Seychelles	25	23	2000	2024	wp_only	wp_or_unknown	no	medium	0.92	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.041666666666666664	0.02				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
SYR	Syria	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TCA	Turks and Caicos Islands	11	0	2000	2024	unknown	none_recorded	unknown	unknown	0.0	0	0	0	0.000000	0.000000	0.000000	0.000000				0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TCD	Chad	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TGO	Togo	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
THA	Thailand	25	23	2000	2024	wp_only	wp_or_unknown	no	medium	0.92	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.041666666666666664	0.02				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TJK	Tajikistan	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TKL	Tokelau	22	0	2000	2024	unknown	none_recorded	unknown	unknown	0.0	0	0	0	0.000000	0.000000	0.000000	0.000000				0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TKM	Turkmenistan	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TLS	Timor-Leste	23	23	2002	2024	wp_only	wp_or_unknown	no	medium	1.0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TON	Tonga	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TTO	Trinidad and Tobago	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TUN	Tunisia	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TUR	Türkiye	25	5	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.2	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.7916666666666666	0.38				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TUV	Tuvalu	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
TZA	Tanzania	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
UGA	Uganda	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
UKR	Ukraine	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
URY	Uruguay	25	11	2000	2024	ap_or_mixed_unknown_prn	ap_or_mixed_unknown_prn	unknown	unknown	0.44	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.5416666666666666	0.26				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
USA	United States	25	25	2000	2024	ap_prn_positive	ap_prn_positive	yes	high	1.0	25	20	0	1.000000	0.800000	0.000000	1.000000	1.0	0.0	1.0	1.0		U.S. routine DTaP and hexavalent programme summary	national_programme_summary	Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
UZB	Uzbekistan	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
VCT	Saint Vincent and the Grenadines	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
VEN	Venezuela	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
VGB	Virgin Islands, British	11	0	2000	2024	unknown	none_recorded	unknown	unknown	0.0	0	0	0	0.000000	0.000000	0.000000	0.000000				0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
VNM	Vietnam	25	24	2000	2024	wp_only	wp_or_unknown	no	medium	0.96	0	0	0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0				Merged coarse formulation coverage used by aPExposure V2 with role-specific routine-primary, booster, and maternal product metadata used by aPExposure V3.	outputs/workflow/epi/formulation_curation_summary.tsv;outputs/workflow/epi/product_metadata_summary.tsv
