input_accession	resolved_accession	status	fasta_path	note	original_status	original_fasta_path
GCF_001985265.1	GCF_001985265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985265.1.fasta	assembly_index_exact:GCF_001985265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985265.1/GCF_001985265.1_ASM198526v1_genomic.fna
GCF_001985285.1	GCF_001985285.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985285.1.fasta	assembly_index_exact:GCF_001985285.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985285.1/GCF_001985285.1_ASM198528v1_genomic.fna
GCF_001985305.1	GCF_001985305.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985305.1.fasta	assembly_index_exact:GCF_001985305.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985305.1/GCF_001985305.1_ASM198530v1_genomic.fna
GCF_001985325.1	GCF_001985325.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985325.1.fasta	assembly_index_exact:GCF_001985325.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985325.1/GCF_001985325.1_ASM198532v1_genomic.fna
GCF_001985345.1	GCF_001985345.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985345.1.fasta	assembly_index_exact:GCF_001985345.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985345.1/GCF_001985345.1_ASM198534v1_genomic.fna
GCF_001985365.1	GCF_001985365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985365.1.fasta	assembly_index_exact:GCF_001985365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985365.1/GCF_001985365.1_ASM198536v1_genomic.fna
GCF_001985385.1	GCF_001985385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985385.1.fasta	assembly_index_exact:GCF_001985385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985385.1/GCF_001985385.1_ASM198538v1_genomic.fna
GCF_001985405.1	GCF_001985405.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985405.1.fasta	assembly_index_exact:GCF_001985405.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985405.1/GCF_001985405.1_ASM198540v1_genomic.fna
GCF_001985425.1	GCF_001985425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985425.1.fasta	assembly_index_exact:GCF_001985425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985425.1/GCF_001985425.1_ASM198542v1_genomic.fna
GCF_001985445.1	GCF_001985445.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985445.1.fasta	assembly_index_exact:GCF_001985445.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985445.1/GCF_001985445.1_ASM198544v1_genomic.fna
GCF_001985465.1	GCF_001985465.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985465.1.fasta	assembly_index_exact:GCF_001985465.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985465.1/GCF_001985465.1_ASM198546v1_genomic.fna
GCF_001985485.1	GCF_001985485.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985485.1.fasta	assembly_index_exact:GCF_001985485.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985485.1/GCF_001985485.1_ASM198548v1_genomic.fna
GCF_001985505.1	GCF_001985505.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985505.1.fasta	assembly_index_exact:GCF_001985505.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985505.1/GCF_001985505.1_ASM198550v1_genomic.fna
GCF_001985525.1	GCF_001985525.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985525.1.fasta	assembly_index_exact:GCF_001985525.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985525.1/GCF_001985525.1_ASM198552v1_genomic.fna
GCF_001985545.1	GCF_001985545.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985545.1.fasta	assembly_index_exact:GCF_001985545.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985545.1/GCF_001985545.1_ASM198554v1_genomic.fna
GCF_001985565.1	GCF_001985565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985565.1.fasta	assembly_index_exact:GCF_001985565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985565.1/GCF_001985565.1_ASM198556v1_genomic.fna
GCF_001985585.1	GCF_001985585.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985585.1.fasta	assembly_index_exact:GCF_001985585.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985585.1/GCF_001985585.1_ASM198558v1_genomic.fna
GCF_001985605.1	GCF_001985605.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985605.1.fasta	assembly_index_exact:GCF_001985605.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985605.1/GCF_001985605.1_ASM198560v1_genomic.fna
GCF_001985625.1	GCF_001985625.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985625.1.fasta	assembly_index_exact:GCF_001985625.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985625.1/GCF_001985625.1_ASM198562v1_genomic.fna
GCF_001985645.1	GCF_001985645.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985645.1.fasta	assembly_index_exact:GCF_001985645.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985645.1/GCF_001985645.1_ASM198564v1_genomic.fna
GCF_001985665.1	GCF_001985665.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985665.1.fasta	assembly_index_exact:GCF_001985665.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985665.1/GCF_001985665.1_ASM198566v1_genomic.fna
GCF_001985685.1	GCF_001985685.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985685.1.fasta	assembly_index_exact:GCF_001985685.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985685.1/GCF_001985685.1_ASM198568v1_genomic.fna
GCF_001985705.1	GCF_001985705.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985705.1.fasta	assembly_index_exact:GCF_001985705.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985705.1/GCF_001985705.1_ASM198570v1_genomic.fna
GCF_001985725.1	GCF_001985725.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985725.1.fasta	assembly_index_exact:GCF_001985725.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985725.1/GCF_001985725.1_ASM198572v1_genomic.fna
GCF_001985745.1	GCF_001985745.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985745.1.fasta	assembly_index_exact:GCF_001985745.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985745.1/GCF_001985745.1_ASM198574v1_genomic.fna
GCF_001985765.1	GCF_001985765.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985765.1.fasta	assembly_index_exact:GCF_001985765.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985765.1/GCF_001985765.1_ASM198576v1_genomic.fna
GCF_001985785.1	GCF_001985785.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985785.1.fasta	assembly_index_exact:GCF_001985785.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985785.1/GCF_001985785.1_ASM198578v1_genomic.fna
GCF_001985805.1	GCF_001985805.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985805.1.fasta	assembly_index_exact:GCF_001985805.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985805.1/GCF_001985805.1_ASM198580v1_genomic.fna
GCF_001985825.1	GCF_001985825.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985825.1.fasta	assembly_index_exact:GCF_001985825.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985825.1/GCF_001985825.1_ASM198582v1_genomic.fna
GCF_001985845.1	GCF_001985845.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985845.1.fasta	assembly_index_exact:GCF_001985845.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985845.1/GCF_001985845.1_ASM198584v1_genomic.fna
GCF_001985865.1	GCF_001985865.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985865.1.fasta	assembly_index_exact:GCF_001985865.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985865.1/GCF_001985865.1_ASM198586v1_genomic.fna
GCF_001985885.1	GCF_001985885.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985885.1.fasta	assembly_index_exact:GCF_001985885.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985885.1/GCF_001985885.1_ASM198588v1_genomic.fna
GCF_001985905.1	GCF_001985905.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985905.1.fasta	assembly_index_exact:GCF_001985905.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985905.1/GCF_001985905.1_ASM198590v1_genomic.fna
GCF_001985925.1	GCF_001985925.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985925.1.fasta	assembly_index_exact:GCF_001985925.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985925.1/GCF_001985925.1_ASM198592v1_genomic.fna
GCF_001985945.1	GCF_001985945.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985945.1.fasta	assembly_index_exact:GCF_001985945.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985945.1/GCF_001985945.1_ASM198594v1_genomic.fna
GCF_001985965.1	GCF_001985965.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985965.1.fasta	assembly_index_exact:GCF_001985965.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985965.1/GCF_001985965.1_ASM198596v1_genomic.fna
GCF_001985985.1	GCF_001985985.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001985985.1.fasta	assembly_index_exact:GCF_001985985.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001985985.1/GCF_001985985.1_ASM198598v1_genomic.fna
GCF_001986005.1	GCF_001986005.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986005.1.fasta	assembly_index_exact:GCF_001986005.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986005.1/GCF_001986005.1_ASM198600v1_genomic.fna
GCF_001986025.1	GCF_001986025.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986025.1.fasta	assembly_index_exact:GCF_001986025.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986025.1/GCF_001986025.1_ASM198602v1_genomic.fna
GCF_001986045.1	GCF_001986045.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986045.1.fasta	assembly_index_exact:GCF_001986045.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986045.1/GCF_001986045.1_ASM198604v1_genomic.fna
GCF_001986065.1	GCF_001986065.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986065.1.fasta	assembly_index_exact:GCF_001986065.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986065.1/GCF_001986065.1_ASM198606v1_genomic.fna
GCF_001986085.1	GCF_001986085.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986085.1.fasta	assembly_index_exact:GCF_001986085.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986085.1/GCF_001986085.1_ASM198608v1_genomic.fna
GCF_001986105.1	GCF_001986105.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986105.1.fasta	assembly_index_exact:GCF_001986105.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986105.1/GCF_001986105.1_ASM198610v1_genomic.fna
GCF_001986155.1	GCF_001986155.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986155.1.fasta	assembly_index_exact:GCF_001986155.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986155.1/GCF_001986155.1_ASM198615v1_genomic.fna
GCF_001986175.1	GCF_001986175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986175.1.fasta	assembly_index_exact:GCF_001986175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986175.1/GCF_001986175.1_ASM198617v1_genomic.fna
GCF_001986195.1	GCF_001986195.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986195.1.fasta	assembly_index_exact:GCF_001986195.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986195.1/GCF_001986195.1_ASM198619v1_genomic.fna
GCF_001986215.1	GCF_001986215.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986215.1.fasta	assembly_index_exact:GCF_001986215.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986215.1/GCF_001986215.1_ASM198621v1_genomic.fna
GCF_001986235.1	GCF_001986235.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986235.1.fasta	assembly_index_exact:GCF_001986235.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986235.1/GCF_001986235.1_ASM198623v1_genomic.fna
GCF_001986255.1	GCF_001986255.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986255.1.fasta	assembly_index_exact:GCF_001986255.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986255.1/GCF_001986255.1_ASM198625v1_genomic.fna
GCF_001986275.1	GCF_001986275.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986275.1.fasta	assembly_index_exact:GCF_001986275.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986275.1/GCF_001986275.1_ASM198627v1_genomic.fna
GCF_001986295.1	GCF_001986295.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986295.1.fasta	assembly_index_exact:GCF_001986295.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986295.1/GCF_001986295.1_ASM198629v1_genomic.fna
GCF_001986315.1	GCF_001986315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986315.1.fasta	assembly_index_exact:GCF_001986315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986315.1/GCF_001986315.1_ASM198631v1_genomic.fna
GCF_001986335.1	GCF_001986335.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986335.1.fasta	assembly_index_exact:GCF_001986335.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986335.1/GCF_001986335.1_ASM198633v1_genomic.fna
GCF_001986355.1	GCF_001986355.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986355.1.fasta	assembly_index_exact:GCF_001986355.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986355.1/GCF_001986355.1_ASM198635v1_genomic.fna
GCF_001986375.1	GCF_001986375.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986375.1.fasta	assembly_index_exact:GCF_001986375.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986375.1/GCF_001986375.1_ASM198637v1_genomic.fna
GCF_001986415.1	GCF_001986415.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986415.1.fasta	assembly_index_exact:GCF_001986415.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986415.1/GCF_001986415.1_ASM198641v1_genomic.fna
GCF_001986435.1	GCF_001986435.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986435.1.fasta	assembly_index_exact:GCF_001986435.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986435.1/GCF_001986435.1_ASM198643v1_genomic.fna
GCF_001986455.1	GCF_001986455.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986455.1.fasta	assembly_index_exact:GCF_001986455.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986455.1/GCF_001986455.1_ASM198645v1_genomic.fna
GCF_001986475.1	GCF_001986475.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986475.1.fasta	assembly_index_exact:GCF_001986475.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986475.1/GCF_001986475.1_ASM198647v1_genomic.fna
GCF_001986495.1	GCF_001986495.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986495.1.fasta	assembly_index_exact:GCF_001986495.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986495.1/GCF_001986495.1_ASM198649v1_genomic.fna
GCF_001986515.1	GCF_001986515.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986515.1.fasta	assembly_index_exact:GCF_001986515.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986515.1/GCF_001986515.1_ASM198651v1_genomic.fna
GCF_001986535.1	GCF_001986535.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986535.1.fasta	assembly_index_exact:GCF_001986535.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986535.1/GCF_001986535.1_ASM198653v1_genomic.fna
GCF_001986555.1	GCF_001986555.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986555.1.fasta	assembly_index_exact:GCF_001986555.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986555.1/GCF_001986555.1_ASM198655v1_genomic.fna
GCF_001986575.1	GCF_001986575.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986575.1.fasta	assembly_index_exact:GCF_001986575.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986575.1/GCF_001986575.1_ASM198657v1_genomic.fna
GCF_001986595.1	GCF_001986595.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986595.1.fasta	assembly_index_exact:GCF_001986595.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986595.1/GCF_001986595.1_ASM198659v1_genomic.fna
GCF_001986615.1	GCF_001986615.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986615.1.fasta	assembly_index_exact:GCF_001986615.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986615.1/GCF_001986615.1_ASM198661v1_genomic.fna
GCF_001986635.1	GCF_001986635.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986635.1.fasta	assembly_index_exact:GCF_001986635.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986635.1/GCF_001986635.1_ASM198663v1_genomic.fna
GCF_001986655.1	GCF_001986655.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986655.1.fasta	assembly_index_exact:GCF_001986655.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986655.1/GCF_001986655.1_ASM198665v1_genomic.fna
GCF_001986675.1	GCF_001986675.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986675.1.fasta	assembly_index_exact:GCF_001986675.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986675.1/GCF_001986675.1_ASM198667v1_genomic.fna
GCF_001986695.1	GCF_001986695.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986695.1.fasta	assembly_index_exact:GCF_001986695.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986695.1/GCF_001986695.1_ASM198669v1_genomic.fna
GCF_001986715.1	GCF_001986715.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986715.1.fasta	assembly_index_exact:GCF_001986715.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986715.1/GCF_001986715.1_ASM198671v1_genomic.fna
GCF_001986735.1	GCF_001986735.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986735.1.fasta	assembly_index_exact:GCF_001986735.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986735.1/GCF_001986735.1_ASM198673v1_genomic.fna
GCF_001986755.1	GCF_001986755.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986755.1.fasta	assembly_index_exact:GCF_001986755.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986755.1/GCF_001986755.1_ASM198675v1_genomic.fna
GCF_001986775.1	GCF_001986775.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986775.1.fasta	assembly_index_exact:GCF_001986775.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986775.1/GCF_001986775.1_ASM198677v1_genomic.fna
GCF_001986795.1	GCF_001986795.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986795.1.fasta	assembly_index_exact:GCF_001986795.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986795.1/GCF_001986795.1_ASM198679v1_genomic.fna
GCF_001986815.1	GCF_001986815.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986815.1.fasta	assembly_index_exact:GCF_001986815.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986815.1/GCF_001986815.1_ASM198681v1_genomic.fna
GCF_001986835.1	GCF_001986835.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986835.1.fasta	assembly_index_exact:GCF_001986835.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986835.1/GCF_001986835.1_ASM198683v1_genomic.fna
GCF_001986855.1	GCF_001986855.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986855.1.fasta	assembly_index_exact:GCF_001986855.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986855.1/GCF_001986855.1_ASM198685v1_genomic.fna
GCF_001986875.1	GCF_001986875.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986875.1.fasta	assembly_index_exact:GCF_001986875.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986875.1/GCF_001986875.1_ASM198687v1_genomic.fna
GCF_001986895.1	GCF_001986895.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986895.1.fasta	assembly_index_exact:GCF_001986895.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986895.1/GCF_001986895.1_ASM198689v1_genomic.fna
GCF_001986915.1	GCF_001986915.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986915.1.fasta	assembly_index_exact:GCF_001986915.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986915.1/GCF_001986915.1_ASM198691v1_genomic.fna
GCF_001986935.1	GCF_001986935.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986935.1.fasta	assembly_index_exact:GCF_001986935.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986935.1/GCF_001986935.1_ASM198693v1_genomic.fna
GCF_001986955.1	GCF_001986955.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_001986955.1.fasta	assembly_index_exact:GCF_001986955.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCF_001986955.1/GCF_001986955.1_ASM198695v1_genomic.fna
