input_accession	resolved_accession	status	fasta_path	note	original_status	original_fasta_path
GCA_004635885.1	GCA_004635885.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004635885.1.fasta	assembly_index_exact:GCA_004635885.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004635885.1/GCA_004635885.1_ASM463588v1_genomic.fna
GCA_004635905.1	GCA_004635905.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004635905.1.fasta	assembly_index_exact:GCA_004635905.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004635905.1/GCA_004635905.1_ASM463590v1_genomic.fna
GCA_004635925.1	GCA_004635925.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004635925.1.fasta	assembly_index_exact:GCA_004635925.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004635925.1/GCA_004635925.1_ASM463592v1_genomic.fna
GCA_004635945.1	GCA_004635945.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004635945.1.fasta	assembly_index_exact:GCA_004635945.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004635945.1/GCA_004635945.1_ASM463594v1_genomic.fna
GCA_004635965.1	GCA_004635965.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004635965.1.fasta	assembly_index_exact:GCA_004635965.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004635965.1/GCA_004635965.1_ASM463596v1_genomic.fna
GCA_004635985.1	GCA_004635985.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004635985.1.fasta	assembly_index_exact:GCA_004635985.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004635985.1/GCA_004635985.1_ASM463598v1_genomic.fna
GCA_004636005.1	GCA_004636005.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636005.1.fasta	assembly_index_exact:GCA_004636005.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636005.1/GCA_004636005.1_ASM463600v1_genomic.fna
GCA_004636025.1	GCA_004636025.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636025.1.fasta	assembly_index_exact:GCA_004636025.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636025.1/GCA_004636025.1_ASM463602v1_genomic.fna
GCA_004636045.1	GCA_004636045.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636045.1.fasta	assembly_index_exact:GCA_004636045.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636045.1/GCA_004636045.1_ASM463604v1_genomic.fna
GCA_004636065.1	GCA_004636065.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636065.1.fasta	assembly_index_exact:GCA_004636065.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636065.1/GCA_004636065.1_ASM463606v1_genomic.fna
GCA_004636085.1	GCA_004636085.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636085.1.fasta	assembly_index_exact:GCA_004636085.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636085.1/GCA_004636085.1_ASM463608v1_genomic.fna
GCA_004636105.1	GCA_004636105.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636105.1.fasta	assembly_index_exact:GCA_004636105.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636105.1/GCA_004636105.1_ASM463610v1_genomic.fna
GCA_004636125.1	GCA_004636125.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636125.1.fasta	assembly_index_exact:GCA_004636125.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636125.1/GCA_004636125.1_ASM463612v1_genomic.fna
GCA_004636145.1	GCA_004636145.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636145.1.fasta	assembly_index_exact:GCA_004636145.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636145.1/GCA_004636145.1_ASM463614v1_genomic.fna
GCA_004636165.1	GCA_004636165.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636165.1.fasta	assembly_index_exact:GCA_004636165.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636165.1/GCA_004636165.1_ASM463616v1_genomic.fna
GCA_004636185.1	GCA_004636185.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636185.1.fasta	assembly_index_exact:GCA_004636185.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636185.1/GCA_004636185.1_ASM463618v1_genomic.fna
GCA_004636205.1	GCA_004636205.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636205.1.fasta	assembly_index_exact:GCA_004636205.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636205.1/GCA_004636205.1_ASM463620v1_genomic.fna
GCA_004636225.1	GCA_004636225.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636225.1.fasta	assembly_index_exact:GCA_004636225.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636225.1/GCA_004636225.1_ASM463622v1_genomic.fna
GCA_004636245.1	GCA_004636245.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636245.1.fasta	assembly_index_exact:GCA_004636245.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636245.1/GCA_004636245.1_ASM463624v1_genomic.fna
GCA_004636265.1	GCA_004636265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636265.1.fasta	assembly_index_exact:GCA_004636265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636265.1/GCA_004636265.1_ASM463626v1_genomic.fna
GCA_004636285.1	GCA_004636285.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636285.1.fasta	assembly_index_exact:GCA_004636285.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636285.1/GCA_004636285.1_ASM463628v1_genomic.fna
GCA_004636305.1	GCA_004636305.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636305.1.fasta	assembly_index_exact:GCA_004636305.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636305.1/GCA_004636305.1_ASM463630v1_genomic.fna
GCA_004636325.1	GCA_004636325.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636325.1.fasta	assembly_index_exact:GCA_004636325.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636325.1/GCA_004636325.1_ASM463632v1_genomic.fna
GCA_004636345.1	GCA_004636345.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636345.1.fasta	assembly_index_exact:GCA_004636345.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636345.1/GCA_004636345.1_ASM463634v1_genomic.fna
GCA_004636365.1	GCA_004636365.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636365.1.fasta	assembly_index_exact:GCA_004636365.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636365.1/GCA_004636365.1_ASM463636v1_genomic.fna
GCA_004636385.1	GCA_004636385.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636385.1.fasta	assembly_index_exact:GCA_004636385.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636385.1/GCA_004636385.1_ASM463638v1_genomic.fna
GCA_004636405.1	GCA_004636405.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636405.1.fasta	assembly_index_exact:GCA_004636405.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636405.1/GCA_004636405.1_ASM463640v1_genomic.fna
GCA_004636425.1	GCA_004636425.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636425.1.fasta	assembly_index_exact:GCA_004636425.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636425.1/GCA_004636425.1_ASM463642v1_genomic.fna
GCA_004636445.1	GCA_004636445.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636445.1.fasta	assembly_index_exact:GCA_004636445.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636445.1/GCA_004636445.1_ASM463644v1_genomic.fna
GCA_004636465.1	GCA_004636465.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636465.1.fasta	assembly_index_exact:GCA_004636465.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636465.1/GCA_004636465.1_ASM463646v1_genomic.fna
GCA_004636485.1	GCA_004636485.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636485.1.fasta	assembly_index_exact:GCA_004636485.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636485.1/GCA_004636485.1_ASM463648v1_genomic.fna
GCA_004636505.1	GCA_004636505.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636505.1.fasta	assembly_index_exact:GCA_004636505.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636505.1/GCA_004636505.1_ASM463650v1_genomic.fna
GCA_004636525.1	GCA_004636525.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636525.1.fasta	assembly_index_exact:GCA_004636525.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636525.1/GCA_004636525.1_ASM463652v1_genomic.fna
GCA_004636545.1	GCA_004636545.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636545.1.fasta	assembly_index_exact:GCA_004636545.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636545.1/GCA_004636545.1_ASM463654v1_genomic.fna
GCA_004636565.1	GCA_004636565.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636565.1.fasta	assembly_index_exact:GCA_004636565.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636565.1/GCA_004636565.1_ASM463656v1_genomic.fna
GCA_004636785.1	GCA_004636785.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636785.1.fasta	assembly_index_exact:GCA_004636785.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636785.1/GCA_004636785.1_ASM463678v1_genomic.fna
GCA_004636805.1	GCA_004636805.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636805.1.fasta	assembly_index_exact:GCA_004636805.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636805.1/GCA_004636805.1_ASM463680v1_genomic.fna
GCA_004636825.1	GCA_004636825.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636825.1.fasta	assembly_index_exact:GCA_004636825.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636825.1/GCA_004636825.1_ASM463682v1_genomic.fna
GCA_004636845.1	GCA_004636845.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636845.1.fasta	assembly_index_exact:GCA_004636845.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636845.1/GCA_004636845.1_ASM463684v1_genomic.fna
GCA_004636865.1	GCA_004636865.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636865.1.fasta	assembly_index_exact:GCA_004636865.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636865.1/GCA_004636865.1_ASM463686v1_genomic.fna
GCA_004636885.1	GCA_004636885.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636885.1.fasta	assembly_index_exact:GCA_004636885.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636885.1/GCA_004636885.1_ASM463688v1_genomic.fna
GCA_004636905.1	GCA_004636905.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636905.1.fasta	assembly_index_exact:GCA_004636905.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636905.1/GCA_004636905.1_ASM463690v1_genomic.fna
GCA_004636925.1	GCA_004636925.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636925.1.fasta	assembly_index_exact:GCA_004636925.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636925.1/GCA_004636925.1_ASM463692v1_genomic.fna
GCA_004636945.1	GCA_004636945.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636945.1.fasta	assembly_index_exact:GCA_004636945.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636945.1/GCA_004636945.1_ASM463694v1_genomic.fna
GCA_004636965.1	GCA_004636965.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636965.1.fasta	assembly_index_exact:GCA_004636965.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636965.1/GCA_004636965.1_ASM463696v1_genomic.fna
GCA_004636985.1	GCA_004636985.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004636985.1.fasta	assembly_index_exact:GCA_004636985.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004636985.1/GCA_004636985.1_ASM463698v1_genomic.fna
GCA_004637005.1	GCA_004637005.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637005.1.fasta	assembly_index_exact:GCA_004637005.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637005.1/GCA_004637005.1_ASM463700v1_genomic.fna
GCA_004637025.1	GCA_004637025.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637025.1.fasta	assembly_index_exact:GCA_004637025.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637025.1/GCA_004637025.1_ASM463702v1_genomic.fna
GCA_004637045.1	GCA_004637045.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637045.1.fasta	assembly_index_exact:GCA_004637045.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637045.1/GCA_004637045.1_ASM463704v1_genomic.fna
GCA_004637065.1	GCA_004637065.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637065.1.fasta	assembly_index_exact:GCA_004637065.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637065.1/GCA_004637065.1_ASM463706v1_genomic.fna
GCA_004637085.1	GCA_004637085.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637085.1.fasta	assembly_index_exact:GCA_004637085.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637085.1/GCA_004637085.1_ASM463708v1_genomic.fna
GCA_004637105.1	GCA_004637105.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637105.1.fasta	assembly_index_exact:GCA_004637105.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637105.1/GCA_004637105.1_ASM463710v1_genomic.fna
GCA_004637125.1	GCA_004637125.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637125.1.fasta	assembly_index_exact:GCA_004637125.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637125.1/GCA_004637125.1_ASM463712v1_genomic.fna
GCA_004637145.1	GCA_004637145.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637145.1.fasta	assembly_index_exact:GCA_004637145.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637145.1/GCA_004637145.1_ASM463714v1_genomic.fna
GCA_004637165.1	GCA_004637165.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637165.1.fasta	assembly_index_exact:GCA_004637165.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637165.1/GCA_004637165.1_ASM463716v1_genomic.fna
GCA_004637185.1	GCA_004637185.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637185.1.fasta	assembly_index_exact:GCA_004637185.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637185.1/GCA_004637185.1_ASM463718v1_genomic.fna
GCA_004637205.1	GCA_004637205.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637205.1.fasta	assembly_index_exact:GCA_004637205.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637205.1/GCA_004637205.1_ASM463720v1_genomic.fna
GCA_004637225.1	GCA_004637225.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637225.1.fasta	assembly_index_exact:GCA_004637225.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637225.1/GCA_004637225.1_ASM463722v1_genomic.fna
GCA_004637245.1	GCA_004637245.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637245.1.fasta	assembly_index_exact:GCA_004637245.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637245.1/GCA_004637245.1_ASM463724v1_genomic.fna
GCA_004637265.1	GCA_004637265.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004637265.1.fasta	assembly_index_exact:GCA_004637265.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004637265.1/GCA_004637265.1_ASM463726v1_genomic.fna
GCA_004771055.1	GCA_004771055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_004771055.1.fasta	assembly_index_exact:GCA_004771055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_004771055.1/GCA_004771055.1_ASM477105v1_genomic.fna
GCA_008179985.1	GCA_008179985.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008179985.1.fasta	assembly_index_exact:GCA_008179985.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008179985.1/GCA_008179985.1_ASM817998v1_genomic.fna
GCA_008180005.1	GCA_008180005.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008180005.1.fasta	assembly_index_exact:GCA_008180005.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008180005.1/GCA_008180005.1_ASM818000v1_genomic.fna
GCA_008180025.1	GCA_008180025.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008180025.1.fasta	assembly_index_exact:GCA_008180025.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008180025.1/GCA_008180025.1_ASM818002v1_genomic.fna
GCA_008330005.1	GCA_008330005.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008330005.1.fasta	assembly_index_exact:GCA_008330005.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008330005.1/GCA_008330005.1_ASM833000v1_genomic.fna
GCA_008808995.1	GCA_008808995.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008808995.1.fasta	assembly_index_exact:GCA_008808995.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008808995.1/GCA_008808995.1_ASM880899v1_genomic.fna
GCA_008809155.1	GCA_008809155.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008809155.1.fasta	assembly_index_exact:GCA_008809155.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008809155.1/GCA_008809155.1_ASM880915v1_genomic.fna
GCA_008809355.1	GCA_008809355.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008809355.1.fasta	assembly_index_exact:GCA_008809355.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008809355.1/GCA_008809355.1_ASM880935v1_genomic.fna
GCA_008809555.1	GCA_008809555.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008809555.1.fasta	assembly_index_exact:GCA_008809555.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008809555.1/GCA_008809555.1_ASM880955v1_genomic.fna
GCA_008809715.1	GCA_008809715.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008809715.1.fasta	assembly_index_exact:GCA_008809715.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008809715.1/GCA_008809715.1_ASM880971v1_genomic.fna
GCA_008809955.1	GCA_008809955.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008809955.1.fasta	assembly_index_exact:GCA_008809955.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008809955.1/GCA_008809955.1_ASM880995v1_genomic.fna
GCA_008810175.1	GCA_008810175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008810175.1.fasta	assembly_index_exact:GCA_008810175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008810175.1/GCA_008810175.1_ASM881017v1_genomic.fna
GCA_008810315.1	GCA_008810315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008810315.1.fasta	assembly_index_exact:GCA_008810315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008810315.1/GCA_008810315.1_ASM881031v1_genomic.fna
GCA_008810475.1	GCA_008810475.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008810475.1.fasta	assembly_index_exact:GCA_008810475.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008810475.1/GCA_008810475.1_ASM881047v1_genomic.fna
GCA_008810695.1	GCA_008810695.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008810695.1.fasta	assembly_index_exact:GCA_008810695.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008810695.1/GCA_008810695.1_ASM881069v1_genomic.fna
GCA_008810835.1	GCA_008810835.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008810835.1.fasta	assembly_index_exact:GCA_008810835.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008810835.1/GCA_008810835.1_ASM881083v1_genomic.fna
GCA_008810995.1	GCA_008810995.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008810995.1.fasta	assembly_index_exact:GCA_008810995.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008810995.1/GCA_008810995.1_ASM881099v1_genomic.fna
GCA_008811175.1	GCA_008811175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008811175.1.fasta	assembly_index_exact:GCA_008811175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008811175.1/GCA_008811175.1_ASM881117v1_genomic.fna
GCA_008811315.1	GCA_008811315.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008811315.1.fasta	assembly_index_exact:GCA_008811315.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008811315.1/GCA_008811315.1_ASM881131v1_genomic.fna
GCA_008811475.1	GCA_008811475.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008811475.1.fasta	assembly_index_exact:GCA_008811475.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008811475.1/GCA_008811475.1_ASM881147v1_genomic.fna
GCA_008811695.1	GCA_008811695.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008811695.1.fasta	assembly_index_exact:GCA_008811695.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008811695.1/GCA_008811695.1_ASM881169v1_genomic.fna
GCA_008811855.1	GCA_008811855.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008811855.1.fasta	assembly_index_exact:GCA_008811855.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008811855.1/GCA_008811855.1_ASM881185v1_genomic.fna
GCA_008812055.1	GCA_008812055.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008812055.1.fasta	assembly_index_exact:GCA_008812055.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008812055.1/GCA_008812055.1_ASM881205v1_genomic.fna
GCA_008812115.1	GCA_008812115.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008812115.1.fasta	assembly_index_exact:GCA_008812115.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008812115.1/GCA_008812115.1_ASM881211v1_genomic.fna
GCA_008812135.1	GCA_008812135.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008812135.1.fasta	assembly_index_exact:GCA_008812135.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008812135.1/GCA_008812135.1_ASM881213v1_genomic.fna
GCA_008812155.1	GCA_008812155.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008812155.1.fasta	assembly_index_exact:GCA_008812155.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008812155.1/GCA_008812155.1_ASM881215v1_genomic.fna
GCA_008812175.1	GCA_008812175.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008812175.1.fasta	assembly_index_exact:GCA_008812175.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008812175.1/GCA_008812175.1_ASM881217v1_genomic.fna
GCA_008812335.1	GCA_008812335.1	ok	/home/ctm/pertussis/pertussis_gene/pertussis_data/bp_genomes_qc/assemblies/GCA_008812335.1.fasta	assembly_index_exact:GCA_008812335.1	ok	../bp_genomes_qc/ncbi_dataset/data/GCA_008812335.1/GCA_008812335.1_ASM881233v1_genomic.fna
